Date,Close
2025-04-04,239.42999267578125
2025-04-07,233.2899932861328
2025-04-08,221.86000061035156
2025-04-09,272.20001220703125
2025-04-10,252.39999389648438
2025-04-11,252.30999755859375
2025-04-14,252.35000610351562
2025-04-15,254.11000061035156
2025-04-16,241.5500030517578
2025-04-17,241.3699951171875
2025-04-21,227.5
2025-04-22,237.97000122070312
2025-04-23,250.74000549316406
2025-04-24,259.510009765625
2025-04-25,284.95001220703125
2025-04-28,285.8800048828125
2025-04-29,292.0299987792969
2025-04-30,282.1600036621094
2025-05-01,280.5199890136719
2025-05-02,287.2099914550781
2025-05-05,280.260009765625
2025-05-06,275.3500061035156
2025-05-07,276.2200012207031
2025-05-08,284.82000732421875
2025-05-09,298.260009765625
2025-05-12,318.3800048828125
2025-05-13,334.07000732421875
2025-05-14,347.67999267578125
2025-05-15,342.82000732421875
2025-05-16,349.9800109863281
2025-05-19,342.0899963378906
2025-05-20,343.82000732421875
2025-05-21,334.6199951171875
2025-05-22,341.0400085449219
2025-05-23,339.3399963378906
2025-05-27,362.8900146484375
2025-05-28,356.8999938964844
2025-05-29,358.42999267578125
2025-05-30,346.4599914550781
2025-06-02,342.69000244140625
2025-06-03,344.2699890136719
2025-06-04,332.04998779296875
2025-06-05,284.70001220703125
2025-06-06,295.1400146484375
2025-06-09,308.5799865722656
2025-06-10,326.0899963378906
2025-06-11,326.42999267578125
2025-06-12,319.1099853515625
2025-06-13,325.30999755859375
2025-06-16,329.1300048828125
2025-06-17,316.3500061035156
2025-06-18,322.04998779296875
2025-06-20,322.1600036621094
2025-06-23,348.67999267578125
2025-06-24,340.4700012207031
2025-06-25,327.54998779296875
2025-06-26,325.7799987792969
2025-06-27,323.6300048828125
2025-06-30,317.6600036621094
2025-07-01,300.7099914550781
